//-------------------------------------------------------------------------------------------------------
// This file was contributed and created by Lancelot
// Modified and Fixed by Bigman 30/06/2013
// Additional content contributed by Wishdream 11/07/2015
//-------------------------------------------------------------------------------------------------------
// Group   Item Group found in ItemListSettings.ini file
// Index   Item Index found in ItemListSettings.ini file
// Level   [1 - Can change Level, 0 - cant]
// Option   [1 - Can change Option, 0 - cant]
// Dur   [1 - Can modify Durability, 0 - cant]
// Skill  [1 - Can have Skill, 0 - cant]
// Luck  [1 - Can have Luck, 0 - cant]
// Exc  [1 - Can be Excellent, 0 - cant]
// AncT1   Tier 1 Ancient Index [-1 - not Ancient, Other - Ancient Index from AncientItemOption.ini]
// AncT2   Tier 2 Ancient Index [-1 - not Ancient, Other - Ancient Index from AncientItemOption.ini]
// Socket   [1 - Can have Socket, 0 - cant]
// Harmony   [1 - Can have Harmony, 0 - cant]
// Refinery   [1 - Can have Refinery, 0 - cant]
//-------------------------------------------------------------------------------------------------------
//Group Index Level Option Dur Skill Luck Exc AncT1 AnctT2 Socket Harmony Refinery


//Black Dragon - Mahes (50)
0 31 1 1 1 1 1 1 60 -1 0 1 0
0 34 1 1 1 1 1 1 63 -1 0 1 0
0 35 1 1 1 1 1 1 -1 -1 0 1 1
0 36 1 1 1 1 1 1 -1 -1 1 0 0
0 37 1 1 1 1 1 1 -1 -1 1 0 0
0 39 1 1 1 1 1 1 -1 -1 0 0 0
0 40 1 1 1 1 1 1 -1 -1 0 0 0
1 0 1 1 1 0 1 1 -1 -1 0 1 0
1 1 1 1 1 0 1 1 -1 -1 0 1 0
1 2 1 1 1 1 1 1 -1 -1 0 1 0
1 3 1 1 1 1 1 1 -1 -1 0 1 0
1 4 1 1 1 0 1 1 -1 -1 0 1 0
1 5 1 1 1 1 1 1 -1 -1 0 1 0
1 6 1 1 1 1 1 1 -1 -1 0 1 0
1 7 1 1 1 1 1 1 -1 -1 0 1 0
1 8 1 1 1 1 1 1 -1 -1 0 1 0
2 0 1 1 1 0 1 1 -1 -1 0 1 0
2 2 1 1 1 0 1 1 -1 -1 0 1 0
2 3 1 1 1 1 1 1 -1 -1 0 1 0
2 4 1 1 1 1 1 1 -1 -1 0 1 0
2 5 1 1 1 1 1 1 -1 -1 0 1 0
2 6 1 1 1 1 1 1 -1 -1 0 1 0
2 7 1 1 1 1 1 1 -1 -1 0 1 0
2 8 1 1 1 1 1 1 -1 -1 0 1 0
2 9 1 1 1 1 1 1 -1 -1 0 1 0
2 10 1 1 1 1 1 1 -1 -1 0 1 0
2 11 1 1 1 1 1 1 61 -1 0 1 0
2 12 1 1 1 1 1 1 -1 -1 0 1 0
2 13 1 1 1 1 1 0 -1 -1 0 1 0
2 14 1 1 1 1 1 1 -1 -1 0 1 1
2 15 1 1 1 1 1 1 -1 -1 0 1 0
2 16 1 1 1 0 1 1 -1 -1 1 0 0
2 17 1 1 1 1 1 1 -1 -1 1 0 0
2 18 1 1 1 1 1 1 -1 -1 0 1 0
2 19 1 1 1 1 1 1 -1 -1 1 0 0
2 20 1 1 1 1 1 1 -1 -1 1 0 0
2 21 1 1 1 1 1 1 -1 -1 0 0 0
3 0 1 1 1 1 1 1 -1 -1 0 1 0
3 1 1 1 1 0 1 1 -1 -1 0 1 0
3 2 1 1 1 0 1 1 -1 -1 0 1 0
3 3 1 1 1 0 1 1 -1 -1 0 1 0
3 4 1 1 1 1 1 1 -1 -1 0 1 0
3 5 1 1 1 0 1 1 -1 -1 0 1 0
3 6 1 1 1 0 1 1 -1 -1 0 1 0
3 7 1 1 1 1 1 1 -1 -1 0 1 0
3 8 1 1 1 1 1 1 -1 -1 0 1 0
3 9 1 1 1 1 1 1 -1 -1 0 1 0
3 10 1 1 1 1 1 1 -1 -1 0 1 0
3 11 1 1 1 1 1 1 -1 -1 0 1 0
3 12 1 1 1 1 1 1 -1 -1 1 0 0
4 0 1 1 1 1 1 1 -1 -1 0 1 0
4 1 1 1 1 1 1 1 -1 -1 0 1 0
4 2 1 1 1 1 1 1 -1 -1 0 1 0
4 3 1 1 1 1 1 1 -1 -1 0 1 0
4 4 1 1 1 1 1 1 -1 -1 0 1 0
4 6 1 1 1 1 1 1 -1 -1 0 1 0
4 7 0 0 1 0 0 0 -1 -1 0 0 0
4 8 1 1 1 1 1 1 -1 -1 0 1 0
4 10 1 1 1 1 1 1 -1 -1 0 1 0
4 11 1 1 1 1 1 1 -1 -1 0 1 0
4 12 1 1 1 1 1 1 -1 -1 0 1 0
4 13 1 1 1 1 1 1 -1 -1 0 1 0
4 14 1 1 1 1 1 1 -1 -1 0 1 0
4 15 0 0 1 0 0 0 -1 -1 0 0 0
4 16 1 1 1 1 1 1 -1 -1 0 1 0
4 17 1 1 1 1 1 1 59 -1 0 1 0
4 18 1 1 1 1 1 0 -1 -1 0 1 0
4 19 1 1 1 1 1 1 -1 -1 0 1 0
4 20 1 1 1 1 1 1 -1 -1 0 1 0
4 21 1 1 1 1 1 1 -1 -1 0 1 1
4 22 1 1 1 1 1 1 -1 -1 0 1 0
4 23 1 1 1 1 1 1 -1 -1 1 0 0
4 24 1 1 1 1 1 1 -1 -1 0 1 0
4 25 1 1 1 1 1 1 -1 -1 1 0 0
4 26 1 1 1 1 1 1 -1 -1 1 0 0
4 27 1 1 1 1 1 1 -1 -1 0 0 0
5 1 1 1 1 0 1 1 -1 -1 0 1 0
5 2 1 1 1 0 1 1 -1 -1 0 1 0
5 3 1 1 1 0 1 1 -1 -1 0 1 0
5 4 1 1 1 0 1 1 -1 -1 0 1 0
5 5 1 1 1 0 1 1 -1 -1 0 1 0
5 6 1 1 1 0 1 1 -1 -1 0 1 0
5 7 1 1 1 0 1 1 -1 -1 0 1 0
5 8 1 1 1 0 1 1 51 -1 0 1 0
5 9 1 1 1 0 1 1 58 -1 0 1 0
5 10 1 1 1 0 1 0 -1 -1 0 1 0
5 11 1 1 1 0 1 1 -1 -1 0 1 0
5 12 1 1 1 0 1 1 -1 -1 0 1 1
5 13 1 1 1 0 1 1 -1 -1 0 1 0
5 14 1 1 1 0 1 1 -1 -1 0 1 0
5 15 1 1 1 0 1 1 -1 -1 0 1 0
5 16 1 1 1 0 1 1 -1 -1 0 1 0
5 17 1 1 1 0 1 1 -1 -1 0 1 0
5 18 1 1 1 0 1 1 62 -1 0 1 0
5 19 1 1 1 0 1 1 -1 -1 0 1 1
5 20 1 1 1 0 1 1 -1 -1 1 0 0
5 21 1 1 1 1 1 1 -1 -1 0 1 0
5 22 1 1 1 1 1 1 -1 -1 0 1 0
5 23 1 1 1 1 1 1 -1 -1 0 1 0
5 30 1 1 1 0 1 1 -1 -1 1 0 0
5 31 1 1 1 0 1 1 -1 -1 0 1 0
5 32 1 1 1 0 1 1 -1 -1 1 0 0
5 33 1 1 1 0 1 1 -1 -1 0 1 0
5 34 1 1 1 0 1 1 -1 -1 0 1 0
5 35 1 1 1 0 1 1 -1 -1 1 0 0
5 36 1 1 1 0 1 0 -1 -1 0 1 0
5 37 1 1 1 0 1 1 -1 -1 1 0 0
5 38 1 1 1 0 1 1 -1 -1 0 0 0
5 39 1 1 1 0 1 1 -1 -1 0 0 0
5 40 1 1 1 1 1 1 -1 -1 0 0 0
6 1 1 1 1 0 1 1 -1 -1 0 1 0
6 2 1 1 1 0 1 1 -1 -1 0 1 0
6 3 1 1 1 0 1 1 -1 -1 0 1 0
6 4 1 1 1 1 1 1 -1 -1 0 1 0
6 5 1 1 1 1 1 1 -1 -1 0 1 0
6 7 1 1 1 1 1 1 -1 -1 0 1 0
6 8 1 1 1 1 1 1 -1 -1 0 1 0
6 10 1 1 1 1 1 1 -1 -1 0 1 0
6 11 1 1 1 1 1 1 -1 -1 0 1 0
6 12 1 1 1 0 1 1 50 -1 0 1 0
6 13 1 1 1 1 1 1 -1 -1 0 1 0
6 14 1 1 1 0 1 1 -1 -1 0 1 0
6 15 1 1 1 0 1 1 -1 -1 0 1 0
6 16 1 1 1 0 1 1 -1 -1 0 1 0
6 17 1 1 1 1 1 1 -1 -1 1 0 0
6 18 1 1 1 1 1 1 -1 -1 1 0 0
6 19 1 1 1 0 1 1 -1 -1 1 0 0
6 20 1 1 1 0 1 1 -1 -1 1 0 0
6 21 1 1 1 1 1 1 -1 -1 0 1 0
6 22 1 1 1 1 1 1 -1 -1 1 0 0
6 23 1 1 1 0 1 1 -1 -1 1 0 0
6 24 1 1 1 0 1 1 -1 -1 1 0 0
6 25 1 1 1 1 1 1 -1 -1 1 0 0
6 26 1 1 1 1 1 1 -1 -1 1 0 0
6 27 1 1 1 0 1 1 -1 -1 0 0 0
6 28 1 1 1 0 1 1 -1 -1 0 0 0
12 0 1 1 1 0 1 1 -1 -1 0 0 0
12 1 1 1 1 0 1 1 -1 -1 0 0 0
12 2 1 1 1 0 1 1 -1 -1 0 0 0
12 3 1 1 1 0 1 1 -1 -1 0 0 0
12 4 1 1 1 0 1 1 -1 -1 0 0 0
12 5 1 1 1 0 1 1 -1 -1 0 0 0
12 6 1 1 1 0 1 1 -1 -1 0 0 0
12 7 0 0 0 0 0 0 -1 -1 0 0 0
12 8 0 0 0 0 0 0 -1 -1 0 0 0
12 9 0 0 0 0 0 0 -1 -1 0 0 0
12 10 0 0 0 0 0 0 -1 -1 0 0 0
12 11 0 0 0 0 0 0 -1 -1 0 0 0
12 12 0 0 0 0 0 0 -1 -1 0 0 0
12 13 0 0 0 0 0 0 -1 -1 0 0 0
12 14 0 0 0 0 0 0 -1 -1 0 0 0
12 15 0 0 0 0 0 0 -1 -1 0 0 0
12 16 0 0 0 0 0 0 -1 -1 0 0 0
12 17 0 0 0 0 0 0 -1 -1 0 0 0
12 18 0 0 0 0 0 0 -1 -1 0 0 0
12 19 0 0 0 0 0 0 -1 -1 0 0 0
12 21 0 0 0 0 0 0 -1 -1 0 0 0
12 22 0 0 0 0 0 0 -1 -1 0 0 0
12 23 0 0 0 0 0 0 -1 -1 0 0 0
12 24 0 0 0 0 0 0 -1 -1 0 0 0
12 26 1 0 0 0 0 0 -1 -1 0 0 0
12 30 1 0 1 0 0 0 -1 -1 0 0 0
12 31 1 0 1 0 0 0 -1 -1 0 0 0
12 32 1 0 0 0 0 0 -1 -1 0 0 0
12 33 1 0 0 0 0 0 -1 -1 0 0 0
12 34 1 0 0 0 0 0 -1 -1 0 0 0
12 35 0 0 0 0 0 0 -1 -1 0 0 0
12 36 1 1 1 0 1 1 -1 -1 0 0 0
12 37 1 1 1 0 1 1 -1 -1 0 0 0
12 38 1 1 1 0 1 1 -1 -1 0 0 0
12 39 1 1 1 0 1 1 -1 -1 0 0 0
12 40 1 1 1 0 1 1 -1 -1 0 0 0
12 41 1 1 1 0 1 1 -1 -1 0 0 0
12 42 1 1 1 0 1 1 -1 -1 0 0 0
12 43 1 1 1 0 1 1 -1 -1 0 0 0
12 44 0 0 0 0 0 0 -1 -1 0 0 0
12 45 0 0 0 0 0 0 -1 -1 0 0 0
12 46 0 0 0 0 0 0 -1 -1 0 0 0
12 47 0 0 0 0 0 0 -1 -1 0 0 0
12 48 0 0 0 0 0 0 -1 -1 0 0 0
12 49 1 1 1 1 1 1 -1 -1 0 0 0
12 50 1 1 1 1 1 1 -1 -1 0 0 0
12 60 1 0 0 0 0 0 -1 -1 0 0 0
12 61 1 0 0 0 0 0 -1 -1 0 0 0
12 62 1 0 0 0 0 0 -1 -1 0 0 0
12 63 1 0 0 0 0 0 -1 -1 0 0 0
12 64 1 0 0 0 0 0 -1 -1 0 0 0
12 65 1 0 0 0 0 0 -1 -1 0 0 0
12 70 1 0 0 0 0 0 -1 -1 0 0 0
12 71 1 0 0 0 0 0 -1 -1 0 0 0
12 72 1 0 0 0 0 0 -1 -1 0 0 0
12 73 1 0 0 0 0 0 -1 -1 0 0 0
12 74 1 0 0 0 0 0 -1 -1 0 0 0
12 100 1 0 0 0 0 0 -1 -1 0 0 0
12 101 1 0 0 0 0 0 -1 -1 0 0 0
12 102 1 0 0 0 0 0 -1 -1 0 0 0
12 103 1 0 0 0 0 0 -1 -1 0 0 0
12 104 1 0 0 0 0 0 -1 -1 0 0 0
12 105 1 0 0 0 0 0 -1 -1 0 0 0
12 106 1 0 0 0 0 0 -1 -1 0 0 0
12 107 1 0 0 0 0 0 -1 -1 0 0 0
12 108 1 0 0 0 0 0 -1 -1 0 0 0
12 109 1 0 0 0 0 0 -1 -1 0 0 0
12 110 1 0 0 0 0 0 -1 -1 0 0 0
12 111 1 0 0 0 0 0 -1 -1 0 0 0
12 112 1 0 0 0 0 0 -1 -1 0 0 0
12 113 1 0 0 0 0 0 -1 -1 0 0 0
12 114 1 0 0 0 0 0 -1 -1 0 0 0
12 115 1 0 0 0 0 0 -1 -1 0 0 0
12 116 1 0 0 0 0 0 -1 -1 0 0 0
12 117 1 0 0 0 0 0 -1 -1 0 0 0
12 118 1 0 0 0 0 0 -1 -1 0 0 0
12 119 1 0 0 0 0 0 -1 -1 0 0 0
12 120 1 0 0 0 0 0 -1 -1 0 0 0
12 121 1 0 0 0 0 0 -1 -1 0 0 0
12 122 1 0 0 0 0 0 -1 -1 0 0 0
12 123 1 0 0 0 0 0 -1 -1 0 0 0
12 124 1 0 0 0 0 0 -1 -1 0 0 0
12 125 1 0 0 0 0 0 -1 -1 0 0 0
12 126 1 0 0 0 0 0 -1 -1 0 0 0
12 127 1 0 0 0 0 0 -1 -1 0 0 0
12 128 1 0 0 0 0 0 -1 -1 0 0 0
12 129 1 0 0 0 0 0 -1 -1 0 0 0
12 130 1 0 1 0 0 0 -1 -1 0 0 0
12 131 1 0 1 0 0 0 -1 -1 0 0 0
12 132 1 0 1 0 0 0 -1 -1 0 0 0
12 133 1 0 1 0 0 0 -1 -1 0 0 0
12 134 1 0 1 0 0 0 -1 -1 0 0 0
12 135 1 0 1 0 0 0 -1 -1 0 0 0
12 136 1 0 1 0 0 0 -1 -1 0 0 0
12 137 1 0 1 0 0 0 -1 -1 0 0 0
12 138 1 0 1 0 0 0 -1 -1 0 0 0
12 139 1 0 1 0 0 0 -1 -1 0 0 0
12 140 1 0 1 0 0 0 -1 -1 0 0 0
12 141 1 0 1 0 0 0 -1 -1 0 0 0
12 142 1 0 1 0 0 0 -1 -1 0 0 0
12 143 1 0 1 0 0 0 -1 -1 0 0 0
12 144 1 1 1 0 0 0 -1 -1 0 0 0
12 145 1 1 1 0 0 0 -1 -1 0 0 0
12 146 1 1 1 0 0 0 -1 -1 0 0 0
12 147 1 1 1 0 0 0 -1 -1 0 0 0
12 148 1 1 1 0 0 0 -1 -1 0 0 0
12 149 1 1 1 0 0 0 -1 -1 0 0 0
12 150 1 1 1 0 0 0 -1 -1 0 0 0
12 151 1 1 1 0 0 0 -1 -1 0 0 0
12 200 1 1 1 0 0 0 -1 -1 0 0 0
12 201 1 1 1 0 0 0 -1 -1 0 0 0
12 221 1 1 1 0 0 0 -1 -1 0 0 0
12 231 1 1 1 0 0 0 -1 -1 0 0 0
12 241 1 1 1 0 0 0 -1 -1 0 0 0
12 251 1 1 1 0 0 0 -1 -1 0 0 0
12 261 1 1 1 0 0 0 -1 -1 0 0 0
12 262 1 1 1 0 1 1 -1 -1 0 0 0
12 263 1 1 1 0 1 1 -1 -1 0 0 0
12 264 1 1 1 0 1 1 -1 -1 0 0 0
12 265 1 1 1 0 1 1 -1 -1 0 0 0
13 0 0 0 0 0 0 0 -1 -1 0 0 0
13 1 0 0 0 0 0 0 -1 -1 0 0 0
13 2 0 0 0 0 0 0 -1 -1 0 0 0
13 3 0 0 0 0 0 0 -1 -1 0 0 0
13 4 1 0 0 0 0 0 -1 -1 0 0 0
13 5 1 0 0 0 0 0 -1 -1 0 0 0
13 7 1 0 0 0 0 0 -1 -1 0 0 0
13 8 1 1 1 0 0 1 1 62 0 0 0
13 9 1 1 1 0 0 1 9 33 0 0 0
13 10 0 0 0 0 0 0 -1 -1 0 0 0
13 11 0 0 0 0 0 0 -1 -1 0 0 0
13 12 1 1 1 0 0 1 5 60 0 0 0
13 13 1 1 1 0 0 1 7 53 0 0 0
13 14 0 0 0 0 0 0 -1 -1 0 0 0
13 15 0 0 0 0 0 0 -1 -1 0 0 0
13 16 0 0 0 0 0 0 -1 -1 0 0 0
13 17 1 0 0 0 0 0 -1 -1 0 0 0
13 18 1 0 0 0 0 0 -1 -1 0 0 0
13 19 0 0 0 0 0 0 -1 -1 0 0 0
13 20 1 0 0 0 0 1 -1 -1 0 0 0
13 21 1 1 1 0 0 1 19 32 0 0 0
13 22 1 1 1 0 0 1 21 12 0 0 0
13 23 1 1 1 0 0 1 9 63 0 0 0
13 24 1 1 1 0 0 1 35 14 0 0 0
13 25 1 1 1 0 0 1 13 34 0 0 0
13 26 1 1 1 0 0 1 15 59 0 0 0
13 27 1 1 1 0 0 1 31 58 0 0 0
13 28 1 1 1 0 0 1 29 56 0 0 0
13 29 1 0 0 0 0 0 -1 -1 0 0 0
13 30 1 1 1 0 1 1 -1 -1 0 0 0
13 31 0 0 1 0 0 0 -1 -1 0 0 0
13 32 0 0 1 0 0 0 -1 -1 0 0 0
13 33 0 0 1 0 0 0 -1 -1 0 0 0
13 34 0 0 1 0 0 0 -1 -1 0 0 0
13 35 0 0 0 0 0 0 -1 -1 0 0 0
13 36 0 0 0 0 0 0 -1 -1 0 0 0
13 37 1 1 1 0 0 1 -1 -1 0 0 0
13 38 0 0 1 0 0 0 -1 -1 0 0 0
13 39 0 0 0 0 0 0 -1 -1 0 0 0
13 40 0 0 0 0 0 0 -1 -1 0 0 0
13 41 0 0 0 0 0 0 -1 -1 0 0 0
13 42 1 1 1 0 0 0 -1 -1 0 0 0
13 43 0 0 0 0 0 0 -1 -1 0 0 0
13 44 0 0 0 0 0 0 -1 -1 0 0 0
13 45 0 0 0 0 0 0 -1 -1 0 0 0
13 46 0 0 1 0 0 0 -1 -1 0 0 0
13 47 0 0 1 0 0 0 -1 -1 0 0 0
13 48 0 0 1 0 0 0 -1 -1 0 0 0
13 49 1 0 0 0 0 0 -1 -1 0 0 0
13 50 1 0 0 0 0 0 -1 -1 0 0 0
13 51 1 0 0 0 0 0 -1 -1 0 0 0
13 52 0 0 0 0 0 0 -1 -1 0 0 0
13 53 0 0 0 0 0 0 -1 -1 0 0 0
13 54 0 0 1 0 0 0 -1 -1 0 0 0
13 55 0 0 1 0 0 0 -1 -1 0 0 0
13 56 0 0 1 0 0 0 -1 -1 0 0 0
13 57 0 0 1 0 0 0 -1 -1 0 0 0
13 58 0 0 1 0 0 0 -1 -1 0 0 0
13 59 0 0 0 0 0 0 -1 -1 0 0 0
13 60 0 0 0 0 0 0 -1 -1 0 0 0
13 61 1 0 0 0 0 0 -1 -1 0 0 0
13 62 0 0 0 0 0 0 -1 -1 0 0 0
13 63 0 0 0 0 0 0 -1 -1 0 0 0
13 64 0 0 1 0 0 0 -1 -1 0 0 0
13 65 0 0 1 0 0 0 -1 -1 0 0 0
13 66 0 0 1 0 0 0 -1 -1 0 0 0
13 67 0 0 1 0 0 0 -1 -1 0 0 0
13 68 0 0 0 0 0 0 -1 -1 0 0 0
13 69 0 0 0 0 0 0 -1 -1 0 0 0
13 70 0 0 0 0 0 0 -1 -1 0 0 0
13 71 0 0 0 0 0 0 -1 -1 0 0 0
13 72 0 0 0 0 0 0 -1 -1 0 0 0
13 73 0 0 0 0 0 0 -1 -1 0 0 0
13 74 0 0 0 0 0 0 -1 -1 0 0 0
13 75 0 0 0 0 0 0 -1 -1 0 0 0
13 76 0 0 0 0 0 0 -1 -1 0 0 0
13 77 0 0 0 0 0 0 -1 -1 0 0 0
13 78 0 0 0 0 0 0 -1 -1 0 0 0
13 80 0 0 1 0 0 0 -1 -1 0 0 0
13 81 0 0 0 0 0 0 -1 -1 0 0 0
13 82 0 0 0 0 0 0 -1 -1 0 0 0
13 83 0 0 0 0 0 0 -1 -1 0 0 0
13 84 0 0 0 0 0 0 -1 -1 0 0 0
13 85 0 0 0 0 0 0 -1 -1 0 0 0
13 86 0 0 0 0 0 0 -1 -1 0 0 0
13 87 0 0 0 0 0 0 -1 -1 0 0 0
13 88 0 0 0 0 0 0 -1 -1 0 0 0
13 89 0 0 0 0 0 0 -1 -1 0 0 0
13 90 0 0 0 0 0 0 -1 -1 0 0 0
13 91 0 0 0 0 0 0 -1 -1 0 0 0
13 92 0 0 0 0 0 0 -1 -1 0 0 0
13 93 0 0 0 0 0 0 -1 -1 0 0 0
13 94 0 0 0 0 0 0 -1 -1 0 0 0
13 95 0 0 0 0 0 0 -1 -1 0 0 0
13 96 0 0 0 0 0 0 -1 -1 0 0 0
13 103 0 0 0 0 0 0 -1 -1 0 0 0
13 104 0 0 1 0 0 0 -1 -1 0 0 0
13 105 0 0 1 0 0 0 -1 -1 0 0 0
13 106 0 0 1 0 0 0 -1 -1 0 0 0
13 107 0 0 0 0 0 0 -1 -1 0 0 0
13 109 0 0 0 0 0 0 -1 -1 0 0 0
13 110 0 0 0 0 0 0 -1 -1 0 0 0
13 111 0 0 0 0 0 0 -1 -1 0 0 0
13 112 0 0 0 0 0 0 -1 -1 0 0 0
13 113 0 0 0 0 0 0 -1 -1 0 0 0
13 114 0 0 0 0 0 0 -1 -1 0 0 0
13 115 0 0 0 0 0 0 -1 -1 0 0 0
13 116 0 0 0 0 0 0 -1 -1 0 0 0
13 117 0 0 1 0 0 0 -1 -1 0 0 0
13 118 0 0 1 0 0 0 -1 -1 0 0 0
13 119 0 0 1 0 0 0 -1 -1 0 0 0
13 120 0 0 1 0 0 0 -1 -1 0 0 0
13 121 0 0 1 0 0 0 -1 -1 0 0 0
13 122 0 0 0 0 0 0 -1 -1 0 0 0
13 123 0 0 1 0 0 0 -1 -1 0 0 0
13 124 0 0 0 0 0 0 -1 -1 0 0 0
13 125 0 0 1 0 0 0 -1 -1 0 0 0
13 126 0 0 1 0 0 0 -1 -1 0 0 0
13 127 0 0 1 0 0 0 -1 -1 0 0 0
13 128 0 0 0 0 0 0 -1 -1 0 0 0
13 129 0 0 0 0 0 0 -1 -1 0 0 0
13 130 0 0 0 0 0 0 -1 -1 0 0 0
13 131 0 0 0 0 0 0 -1 -1 0 0 0
13 132 0 0 0 0 0 0 -1 -1 0 0 0
13 133 0 0 0 0 0 0 -1 -1 0 0 0
13 134 0 0 0 0 0 0 -1 -1 0 0 0
13 135 0 0 0 0 0 0 -1 -1 0 0 0
13 136 0 0 0 0 0 0 -1 -1 0 0 0
13 137 0 0 0 0 0 0 -1 -1 0 0 0
13 138 0 0 0 0 0 0 -1 -1 0 0 0
13 139 0 0 0 0 0 0 -1 -1 0 0 0
13 140 0 0 0 0 0 0 -1 -1 0 0 0
13 141 0 0 0 0 0 0 -1 -1 0 0 0
13 142 0 0 0 0 0 0 -1 -1 0 0 0
13 143 0 0 0 0 0 0 -1 -1 0 0 0
13 144 0 0 0 0 0 0 -1 -1 0 0 0
13 145 0 0 1 0 0 0 -1 -1 0 0 0
13 146 0 0 0 0 0 0 -1 -1 0 0 0
13 147 0 0 0 0 0 0 -1 -1 0 0 0
13 148 0 0 0 0 0 0 -1 -1 0 0 0
13 149 0 0 0 0 0 0 -1 -1 0 0 0
13 150 0 0 0 0 0 0 -1 -1 0 0 0
13 151 0 0 0 0 0 0 -1 -1 0 0 0
13 152 0 0 0 0 0 0 -1 -1 0 0 0
13 153 0 0 0 0 0 0 -1 -1 0 0 0
13 154 0 0 0 0 0 0 -1 -1 0 0 0
13 155 0 0 0 0 0 0 -1 -1 0 0 0
13 156 0 0 0 0 0 0 -1 -1 0 0 0
13 157 0 0 0 0 0 0 -1 -1 0 0 0
13 158 0 0 0 0 0 0 -1 -1 0 0 0
13 159 0 0 0 0 0 0 -1 -1 0 0 0
13 160 0 0 0 0 0 0 -1 -1 0 0 0
13 161 0 0 0 0 0 0 -1 -1 0 0 0
13 169 0 0 0 0 0 0 -1 -1 0 0 0
13 170 0 0 0 0 0 0 -1 -1 0 0 0
14 0 1 0 1 0 0 0 -1 -1 0 0 0
14 1 1 0 1 0 0 0 -1 -1 0 0 0
14 2 1 0 1 0 0 0 -1 -1 0 0 0
14 3 1 0 1 0 0 0 -1 -1 0 0 0
14 4 1 0 1 0 0 0 -1 -1 0 0 0
14 5 1 0 1 0 0 0 -1 -1 0 0 0
14 6 1 0 1 0 0 0 -1 -1 0 0 0
14 7 1 0 1 0 0 0 -1 -1 0 0 0
14 8 1 0 1 0 0 0 -1 -1 0 0 0
14 9 0 0 0 0 0 0 -1 -1 0 0 0
14 10 0 0 0 0 0 0 -1 -1 0 0 0
14 11 1 0 0 0 0 0 -1 -1 0 0 0
14 12 1 0 0 0 0 0 -1 -1 0 0 0
14 13 0 0 0 0 0 0 -1 -1 0 0 0
14 14 0 0 0 0 0 0 -1 -1 0 0 0
14 15 0 0 0 0 0 0 -1 -1 0 0 0
14 16 0 0 0 0 0 0 -1 -1 0 0 0
14 17 1 0 0 0 0 0 -1 -1 0 0 0
14 18 1 0 0 0 0 0 -1 -1 0 0 0
14 19 1 0 0 0 0 0 -1 -1 0 0 0
14 20 0 0 0 0 0 0 -1 -1 0 0 0
14 21 0 0 0 0 0 0 -1 -1 0 0 0
14 22 0 0 0 0 0 0 -1 -1 0 0 0
14 23 1 0 0 0 0 0 -1 -1 0 0 0
14 24 1 0 0 0 0 0 -1 -1 0 0 0
14 25 0 0 0 0 0 0 -1 -1 0 0 0
14 26 0 0 0 0 0 0 -1 -1 0 0 0
14 28 0 0 0 0 0 0 -1 -1 0 0 0
14 29 1 0 1 0 0 0 -1 -1 0 0 0
14 31 0 0 0 0 0 0 -1 -1 0 0 0
14 32 0 0 0 0 0 0 -1 -1 0 0 0
14 33 0 0 0 0 0 0 -1 -1 0 0 0
14 34 0 0 0 0 0 0 -1 -1 0 0 0
14 35 1 0 1 0 0 0 -1 -1 0 0 0
14 36 1 0 1 0 0 0 -1 -1 0 0 0
14 37 1 0 1 0 0 0 -1 -1 0 0 0
14 38 1 0 1 0 0 0 -1 -1 0 0 0
14 39 1 0 1 0 0 0 -1 -1 0 0 0
14 40 1 0 1 0 0 0 -1 -1 0 0 0
14 41 0 0 0 0 0 0 -1 -1 0 0 0
14 42 0 0 0 0 0 0 -1 -1 0 0 0
14 43 0 0 0 0 0 0 -1 -1 0 0 0
14 44 0 0 0 0 0 0 -1 -1 0 0 0
14 45 0 0 0 0 0 0 -1 -1 0 0 0
14 46 0 0 0 0 0 0 -1 -1 0 0 0
14 47 0 0 0 0 0 0 -1 -1 0 0 0
14 48 0 0 0 0 0 0 -1 -1 0 0 0
14 49 0 0 0 0 0 0 -1 -1 0 0 0
14 50 0 0 0 0 0 0 -1 -1 0 0 0
14 51 1 0 0 0 0 0 -1 -1 0 0 0
14 52 1 0 0 0 0 0 -1 -1 0 0 0
14 53 1 1 1 0 0 0 -1 -1 0 0 0
14 54 0 0 0 0 0 0 -1 -1 0 0 0
14 55 0 0 0 0 0 0 -1 -1 0 0 0
14 56 0 0 0 0 0 0 -1 -1 0 0 0
14 57 0 0 0 0 0 0 -1 -1 0 0 0
14 58 0 0 0 0 0 0 -1 -1 0 0 0
14 59 0 0 0 0 0 0 -1 -1 0 0 0
14 60 0 0 0 0 0 0 -1 -1 0 0 0
14 61 0 0 0 0 0 0 -1 -1 0 0 0
14 62 0 0 0 0 0 0 -1 -1 0 0 0
14 63 1 0 0 0 0 0 -1 -1 0 0 0
14 64 1 0 0 0 0 0 -1 -1 0 0 0
14 65 0 0 0 0 0 0 -1 -1 0 0 0
14 66 0 0 0 0 0 0 -1 -1 0 0 0
14 67 0 0 0 0 0 0 -1 -1 0 0 0
14 68 0 0 0 0 0 0 -1 -1 0 0 0
14 70 1 0 1 0 0 0 -1 -1 0 0 0
14 71 1 0 1 0 0 0 -1 -1 0 0 0
14 72 0 0 0 0 0 0 -1 -1 0 0 0
